국명,과명,과국명,학명
한라꽃장포,Liliaceae,백합과,Tofieldia coccinea Richardson var. fauriei (H.Lév. & Vaniot) T.Yamaz.
한라꽃향유,Lamiaceae,꿀풀과,Elsholtzia splendens Nakai ex F.Maek. var. hallasanensis (Y.N.Lee) M.Kim
한라꿩의비름,Crassulaceae,돌나물과,Sedum taquetii Praeger
한라노루오줌,Saxifragaceae,범의귀과,Astilbe rubra Hook.f. & Thomson var. taquetii (H.Lév.) H.Hara
한라노루오줌 '수페르바',Saxifragaceae,범의귀과,Astilbe chinensis var. taquetii 'Superba'
한라노루오줌 '푸르푸란즈',Saxifragaceae,범의귀과,Astilbe chinensis var. taquetii 'Purpurlanze'
한라돌쩌귀,Ranunculaceae,미나리아재비과,Aconitum japonicum Thunb. subsp. napiforme (H.Lév. & Vaniot) Kadota
한라물부추,Isoetaceae,물부추과,"Isoetes hallasanensis H.K.Choi, Ch.Kim & J.Jung"
한라부추,Liliaceae,백합과,Allium taquetii H.Lév. & Vaniot
한라비비추,Liliaceae,백합과,Hosta venusta F.Maek.
한라사초,Cyperaceae,사초과,Carex erythrobasis H.Lév. & Vaniot
한라산진달래,Ericaceae,진달래과,Rhododendron mucronulatum Turcz. var. taquetii Nakai
한라산참꽃나무,Ericaceae,진달래과,Rhododendron saisiuense Nakai
한라새둥지란,Orchidaceae,난초과,Neottia kiusiana T.Hashim. & Hatus.
한라새우난초,Orchidaceae,난초과,Calanthe striata R.Br. ex Spreng.
한라설앵초,Primulaceae,앵초과,Primula farinosa L. subsp. modesta (Bisset & S.Moore) var. hannasanensis (T.Yamaz.) T.Yamaz.
한라솜다리,Asteraceae,국화과,Leontopodium coreanum Nakai var. hallaisanense (Hand.-Mazz.) D.H.Lee & B.H.Choi
한라송이풀,Scrophulariaceae,현삼과,Pedicularis hallaisanensis Hurus.
한라여로,Liliaceae,백합과,Veratrum coreanum O.Loes.
한라옥잠난초,Orchidaceae,난초과,Liparis auriculata Blume ex Miq.
한라이질풀,Geraniaceae,쥐손이풀과,Geranium koraiense Nakai var. hallasanense B.J.Woo & S.J.Park
한라잠자리란,Orchidaceae,난초과,Platanthera minor (Miq.) Rchb.f.
한라장구채,Caryophyllaceae,석죽과,Silene fasciculata Nakai
한라참나물,Apiaceae,산형과,"Pimpinella hallaisanensis (W.T.Lee & C.G.Jang) C.G.Jang, W.K.Paik & W.T.Lee"
한라참새피,Poaceae,벼과,Paspalum hallasanense Y.N.Lee
한라천마,Orchidaceae,난초과,Gastrodia pubilabiata Y.Sawa
한라투구꽃,Ranunculaceae,미나리아재비과,Aconitum quelpaertense Nakai
한란,Orchidaceae,난초과,Cymbidium kanran Makino
한련초,Asteraceae,국화과,Eclipta thermalis Bunge
한련화,Tropaeolaceae,한련과,Tropaeolum majus L.
한석사초,Cyperaceae,사초과,Carex scoparia Schkuhr ex Willd.
할러할미꽃,Ranunculaceae,미나리아재비과,Anemone halleri All.
할레리할미꽃,Ranunculaceae,미나리아재비과,Pulsatilla halleri Willd.
할리휴케라,Saxifragaceae,범의귀과,Heuchera hallii A.Gray
할미꽃,Ranunculaceae,미나리아재비과,Pulsatilla koreana (Y.Yabe ex Nakai) Nakai ex T.Mori
할미밀망,Ranunculaceae,미나리아재비과,Clematis trichotoma Nakai
함경나비나물,Fabaceae,콩과,Vicia ohwiana Hosok.
함경딸기,Rosaceae,장미과,Rubus arcticus L.
함경백산차,Ericaceae,진달래과,Ledum palustre L. subsp. groenlandicum (Oeder) Hultén
함박꽃나무,Magnoliaceae,목련과,Magnolia sieboldii K.Koch
함박꽃납매,Calycanthaceae,받침꽃과,Sinocalycanthus chinensis W.C.Cheng & S.Y.Chang
함박이,Menispermaceae,방기과,Stephania japonica (Thunb.) Miers
함백취,Asteraceae,국화과,Saussurea albifolia M.J.Nam & H.T.Im
함북사초,Cyperaceae,사초과,Carex echinata Murray
함흥씀바귀,Asteraceae,국화과,Ixeris × chinodebilis Kitam.
합다리나무,Sabiaceae,나도밤나무과,Meliosma pinnata (Roxb.) Maxim. subsp. arnottiana var. oldhamii (Miq. ex Maxim.) Beusekom
항카두메자운영,Fabaceae,콩과,Oxytropis chankaensis Jurtzev
해국,Asteraceae,국화과,Aster spathulifolius Maxim.
해녀콩,Fabaceae,콩과,Canavalia lineata (Thunb.) DC.
해당화,Rosaceae,장미과,Rosa rugosa Thunb.
해당화 '로즈라이 드 르헤이',Rosaceae,장미과,Rosa rugosa 'Roseraie De L'hay'
해란초,Scrophulariaceae,현삼과,Linaria japonica Miq.
해란초아재비,Scrophulariaceae,현삼과,Kickxia elatine (L.) Dumort.
해마리아,Orchidaceae,난초과,Haemaria discolor var. dawsoniana (H.Low ex Rchb. f.) B.S.Williams
해바라기,Asteraceae,국화과,Helianthus annuus L.
해변노간주,Cupressaceae,측백나무과,Juniperus rigida Siebold & Zucc. var. conferta (Parl.) Patschke
해변노간주 '호리드 매트',Cupressaceae,측백나무과,Juniperus rigida subsp. conferta 'Horrid Mat'
해변노박덩굴,Celastraceae,노박덩굴과,Celastrus orbiculatus Thunb. var. punctatus (Thunb.) Rehder
해변데이지,Asteraceae,국화과,Erigeron glaucus Ker Gawl.
해변로즈마리,Asteraceae,국화과,Ozothamnus rosmarinifolius (Labill.) Sweet
해변싸리,Fabaceae,콩과,Lespedeza maritima Nakai
해변오리나무,Betulaceae,자작나무과,Alnus maritima (Marshall) Muhl. ex Nutt.
해변패랭이꽃,Caryophyllaceae,석죽과,Dianthus plumarius L.
해변패랭이꽃 '스위트니스',Caryophyllaceae,석죽과,Dianthus plumarius 'Sweetness'
해산사초,Cyperaceae,사초과,Carex hancockiana Maxim.
해안가시나무,Fagaceae,참나무과,Quercus agrifolia Nee
해안꽃케일,Brassicaceae,배추과,Crambe maritima L.
해안선인장,Cactaceae,선인장과,Opuntia stricta (Haw.) Haw.
해안소나무,Pinaceae,소나무과,Pinus pinaster Aiton
해안싸리,Fabaceae,콩과,Lespedeza uekii Nakai
해안에린지움,Apiaceae,산형과,Eryngium maritimum L.
해안자두나무,Rosaceae,장미과,Prunus maritima Wangenh.
해안철쭉,Ericaceae,진달래과,Rhododendron atlanticum (Ashe) Rehder
해오라비난초,Orchidaceae,난초과,Habenaria radiata (Thunb.) Spreng.
해오라비사초,Cyperaceae,사초과,Rhynchospora colorata (Hitchc) H.Pfeiff.
해인비비추,Liliaceae,백합과,Hosta × tardiva Nakai
해장죽,Poaceae,벼과,Arundinaria simonii (Carrière) Rivière & C.Rivière
해피트리,Araliaceae,두릅나무과,Heteropanax chinensis (Dunn) H.L.Li
해호말,Hydrocharitaceae,자라풀과,Halophila nipponica J.Kuo
해홍나물,Chenopodiaceae,명아주과,Suaeda maritima (L.) Dumort.
햇사초,Cyperaceae,사초과,Carex pseudochinensis H.Lév. & Vaniot
행운목,Liliaceae,백합과,Dracaena fragrans (L.) Ker Gawl.
행운목 '마상게아나',Liliaceae,백합과,Dracaena fragrans 'Massangeana'
행운목 '와르네케이',Liliaceae,백합과,Dracaena fragrans 'Warneckei'
행운목 '콤팍타 푸르푸레아',Liliaceae,백합과,Dracaena fragrans 'Compacta Purpurea'
향고광나무 '아우레우스',Hydrangeaceae,수국과,Philadelphus coronarius 'Aureus'
향괴불나무,Caprifoliaceae,인동과,Lonicera fragrantissima Lindl. & Paxton
향기바위봄맞이,Primulaceae,앵초과,Androsace chamaejasme Wulfen
향기별꽃,Liliaceae,백합과,Ipheion uniflorum Raf.
향기별꽃 '위즐리 블루',Liliaceae,백합과,Ipheion uniflorum 'Wisley Blue'
향기별꽃 '프로일 밀',Liliaceae,백합과,Ipheion uniflorum 'Froyle Mill'
향기제비꽃,Violaceae,제비꽃과,Viola odorata L.
향기풀,Poaceae,벼과,Anthoxanthum odoratum L.
향나무,Cupressaceae,측백나무과,Juniperus chinensis L.
향나무 '가이즈카',Cupressaceae,측백나무과,Juniperus chinensis 'Kaizuka'
향나무 '골드 코아스',Cupressaceae,측백나무과,Juniperus chinensis 'Gold Coas'
향나무 '골든 바리에가타',Cupressaceae,측백나무과,Juniperus chinensis 'Golden Variegata'
향나무 '그레이 아울',Cupressaceae,측백나무과,Juniperus 'Grey Owl'
향나무 '글로보사',Cupressaceae,측백나무과,Juniperus chinensis 'Globosa'
향나무 '로버스트 그린',Cupressaceae,측백나무과,Juniperus chinensis 'Robust Green'
향나무 '마운트배튼',Cupressaceae,측백나무과,Juniperus chinensis 'Mountbatten'
향나무 '매니',Cupressaceae,측백나무과,Juniperus chinensis 'Maney'
향나무 '블라우',Cupressaceae,측백나무과,Juniperus chinensis 'Blaauw'
향나무 '블루 포인트',Cupressaceae,측백나무과,Juniperus chinensis 'Blue Point'
향나무 '산 호세',Cupressaceae,측백나무과,Juniperus chinensis 'San Jose'
향나무 '스트릭타',Cupressaceae,측백나무과,Juniperus chinensis 'Stricta'
향나무 '스파르탄',Cupressaceae,측백나무과,Juniperus chinensis 'Spartan'
향나무 '시그린',Cupressaceae,측백나무과,Juniperus chinensis 'Seagreen'
향나무 '심파쿠',Cupressaceae,측백나무과,Juniperus chinensis 'Shimpaku'
향나무 '아우레아',Cupressaceae,측백나무과,Juniperus chinensis 'Aurea'
향나무 '아이오와',Cupressaceae,측백나무과,Juniperus chinensis 'Iowa'
향나무 '야포니카',Cupressaceae,측백나무과,Juniperus chinensis 'Japonica'
향나무 '에임스',Cupressaceae,측백나무과,Juniperus chinensis 'Ames'
향나무 '영스타운',Cupressaceae,측백나무과,Juniperus chinensis 'Youngstown'
향나무 '케텔리어리',Cupressaceae,측백나무과,Juniperus chinensis 'Keteleeri'
향나무 '콜룸나리스 글라우카',Cupressaceae,측백나무과,Juniperus chinensis 'Columnaris Glauca'
향나무 '풀루모사 아우레아',Cupressaceae,측백나무과,Juniperus chinensis 'Plumosa Aurea'
향나무 '풀루모사 알보바리에가타',Cupressaceae,측백나무과,Juniperus chinensis 'Plumosa Albovariegata'
향나무 '풀루모사',Cupressaceae,측백나무과,Juniperus chinensis 'Plumosa'
향나무 '프로스트라타 바리에가타',Cupressaceae,측백나무과,Juniperus chinensis 'Prostrata Variegata'
향나무 '프루틀란디',Cupressaceae,측백나무과,Juniperus chinensis 'Fruitlandii'
향나무 '헤치 글라우카',Cupressaceae,측백나무과,Juniperus chinensis 'Hetzii Glauca'
향나무 '헤치 콜룸나리스',Cupressaceae,측백나무과,Juniperus chinensis 'Hetzii Columnaris'
향납매,Calycanthaceae,받침꽃과,Chimonanthus fragrans (Loisel.) Lindl.
향달맞이꽃,Onagraceae,바늘꽃과,Oenothera caespitosa Nutt.
향등골나물,Asteraceae,국화과,Eupatorium tripartitum (Makino) Murata & H.Koyama
향매발톱꽃,Ranunculaceae,미나리아재비과,Aquilegia fragrans Benth.
향매화오리나무,Clethraceae,매화오리나무과,Clethra alnifolia L.
향매화오리나무 '로세아',Clethraceae,매화오리나무과,Clethra alnifolia 'Rosea'
향매화오리나무 '루비 스파이스',Clethraceae,매화오리나무과,Clethra alnifolia 'Ruby Spice'
향매화오리나무 '식스틴 캔들스',Clethraceae,매화오리나무과,Clethra alnifolia 'Sixteen Candles'
향매화오리나무 '크릴스 캘리코',Clethraceae,매화오리나무과,Clethra alnifolia 'Creel's Calico'
향매화오리나무 '핑크 스파이어',Clethraceae,매화오리나무과,Clethra alnifolia 'Pink Spire'
향모,Poaceae,벼과,Hierochloe odorata (L.) P.Beauv.
향백,Cupressaceae,측백나무과,Calocedrus decurrens (Torr.) Florin
향백 '아우레오바리에가타',Cupressaceae,측백나무과,Calocedrus decurrens 'Aureovariegata'
향부자,Cyperaceae,사초과,Cyperus rotundus L.
향분꽃나무,Caprifoliaceae,인동과,Viburnum × carlcephalum Burkwood ex R. B. Pike
향선나무,Oleaceae,물푸레나무과,Fontanesia nudiflorum Lindl.
향쑥,Asteraceae,국화과,Artemisia absinthium L.
향용머리,Lamiaceae,꿀풀과,Dracocephalum moldavica L.
향유,Lamiaceae,꿀풀과,Elsholtzia ciliata (Thunb.) Hyl.
향인가목,Rosaceae,장미과,Rosa rubiginosa L.
향인디언앵초,Primulaceae,앵초과,Dodecatheon redolens (H.M.Hall) H.J.Thomps.
향패랭이꽃,Caryophyllaceae,석죽과,Dianthus fragrans M.Bieb.
허밍버드세이지,Lamiaceae,꿀풀과,Salvia coerulea Benth.
헐떡이풀,Saxifragaceae,범의귀과,Tiarella polyphylla D.Don
헛개나무,Rhamnaceae,갈매나무과,Hovenia dulcis Thunb.
헝가리방패꽃 '로열 블루',Scrophulariaceae,현삼과,Veronica teucrium 'Royal Blue'
헝가리붓꽃,Iridaceae,붓꽃과,Iris variegata L.
헤데리폴리움시클라멘,Primulaceae,앵초과,Cyclamen hederifolium Aiton
헤데리폴리움시클라멘 '스타게이저',Primulaceae,앵초과,Cyclamen hederifolium 'Stargazer'
헤데리폴리움시클라멘 '페어리 링스',Primulaceae,앵초과,Cyclamen hederifolium 'Fairy Rings'
헤드룬드팥배나무,Rosaceae,장미과,Sorbus hedlundi C.K.Schneid.
헤르니아리아 글라브라,Illecebraceae,일레케브라과,Herniaria glabra L.
헤르모닥틸루스 투베로수스,Iridaceae,붓꽃과,Hermodactylus tuberosus (L.) Mill.
헤미그라피스 알테르나타 '이그조티카',Acanthaceae,쥐꼬리망초과,Hemigraphis alternata 'Exotica'
헤미지기아 오베르메이에라이,Lamiaceae,꿀풀과,Hemizygia obermeyerae Ashby
헤베 '미드써머 뷰티',Scrophulariaceae,현삼과,Hebe 'Midsummer Beauty'
헤베 '영이',Scrophulariaceae,현삼과,Hebe 'Youngii'
헤베 라카이엔시스,Scrophulariaceae,현삼과,Hebe rakaiensis A.Wall
헤베 레쿠르바,Scrophulariaceae,현삼과,Hebe recurva G.Simpson & J.S.Thomson
헤베 볼론시,Scrophulariaceae,현삼과,Hebe bollonsii Cockayne & Allan
헤베 살리키폴리아,Scrophulariaceae,현삼과,Hebe salicifolia (G. Forst.) Pennell
헤베 수발피나,Scrophulariaceae,현삼과,Hebe subalpina Cockayne
헤베 스페키오사,Scrophulariaceae,현삼과,Hebe speciosa (R.Cunn. ex A.Cunn.) Andersen
헤베 알비칸스,Scrophulariaceae,현삼과,Hebe albicans Cockayne
헤베 오크라케아,Scrophulariaceae,현삼과,Hebe ochracea Ashwin
헤베 칸테르부리엔시스,Scrophulariaceae,현삼과,Hebe canterburiensis (J.B.Armstr.) L.B.Moore
헤베 트라베르시,Scrophulariaceae,현삼과,Hebe traversii Allan
헤베 피멜레오이데스,Scrophulariaceae,현삼과,Hebe pimeleoides Cockayne & Allan
헤베 핑귀폴리아 '파게이',Scrophulariaceae,현삼과,Hebe pinguifolia 'Pagei'
헤세아 마테우시,Amaryllidaceae,수선화과,Hessea mathewsii W.F.Barker
헤세아 스텔라리스,Amaryllidaceae,수선화과,Hessea stellaris (Jacq.) Herb.
헤스페리스 마트로날리스,Brassicaceae,배추과,Hesperis matronalis L.
헤이워드상사화,Amaryllidaceae,수선화과,Lycoris haywardii Traub
헤테로모르파고무나무,Moraceae,뽕나무과,Ficus heteromorpha Hemsl.
헤테로테카 푸밀라,Asteraceae,국화과,Heterotheca pumila (Greene) Semple
헤테로픽시스 나탈렌시스,Myrtaceae,도금양과,Heteropyxis natalensis Harv.
헤테로필라라벤더,Lamiaceae,꿀풀과,Lavandula heterophylla
헤테롭테리스 앙구스티폴리아,Malpighiaceae,말피기아과,Heteropterys angustifolia Griseb.
헨더슨얼레지,Liliaceae,백합과,Erythronium hendersonii S.Watson
헨더슨인디언앵초,Primulaceae,앵초과,Dodecatheon hendersonii A.Gray
헨리단풍,Aceraceae,단풍나무과,Acer henryi Pax
헨리도깨비부채,Saxifragaceae,범의귀과,Rodgersia henrici Franchet
헨리돌참나무,Fagaceae,참나무과,Lithocarpus henryi (Seemen) Rehder & E.H.Wilson
헨리밤나무,Fagaceae,참나무과,Castanea henryi (Skan) Rehder & E.H.Wilson
